"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Apoptotic execution  phase Homo sapiens R-HSA-75153",0.00297564999419469,0.0173360373569099,0.431707695803346,0.332671822797781,2.07762243834256,35,"CDH1;TJP1;HMGB2;CTNNB1;BCAP31;DSP;HMGB1;KPNB1;LMNB1;APC;CASP6;PLEC;SPTAN1;GSN;FNTA;VIM;DBNL;OCLN;LMNA;ROCK1;PRKCD;ACIN1;H1F0;PTK2;HIST1H1C;ADD1"
"Interleukin receptor SHC signaling Homo sapiens R-HSA-912526",5.16853207047531e-05,0.000556670046701564,0.557332238758646,0.228587963559414,2.07280702370605,133,"PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Signaling by VEGF Homo sapiens R-HSA-194138",2.85830654130942e-06,4.37471338006726e-05,0.627256739718528,0.222657651384806,2.06647097453711,183,"PIK3R1;PSMB1;UBB;PSMA2;CTNND1;PSMA5;PSMA6;PSMD8;PSMB6;VEGFA;PSMB4;PSMB5;UBC;JUP;CTNNB1;CAV1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;CYBA;PSMC2;HSP90AA1;PDGFA;PSMD13;WASF2;AKT1;PSMA1;NRP1;ROCK2;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;SPHK1;RASA2;SPTAN1;CTNNA1;PSMC3;CDC42;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;ITGAV;FGF1;MAPK13;ITPR1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;ROCK1;PSMD14;VCL;NF1;NCKAP1;MAPKAPK2"
"VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921",0.000111593574776952,0.00104681972726251,0.538434096309916,0.227962232432046,2.06539368081628,135,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;VEGFA;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;SPHK1;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;ITPR1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Interleukin-2 signaling Homo sapiens R-HSA-451927",0.000121297129112483,0.00112335048235382,0.538434096309916,0.227573181754264,2.06186878635093,135,"PIK3R1;PSMB1;UBB;LGALS9;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Frs2-mediated activation Homo sapiens R-HSA-170968",5.96831349063549e-05,0.00062883534894087,0.557332238758646,0.230475486180651,2.06020629410418,128,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"The NLRP3 inflammasome Homo sapiens R-HSA-844456",0.00165463457240261,0.0106453038419177,0.45505986738723,0.780398606614942,2.05564188276026,6,"TXNIP;HSP90AB1;PYCARD;APP;SUGT1"
"PIWI-interacting RNA (piRNA) biogenesis Homo sapiens R-HSA-5601884",0.00370211389628167,0.0206622469317469,0.431707695803346,0.526590198123045,2.05236291812551,13,"HSP90AA1;POLR2J;POLR2G;POLR2K;POLR2L;POLR2F;POLR2H;POLR2E;POLR2C;POLR2A;POLR2I;POLR2D;POLR2B"
"FRS-mediated FGFR1 signaling Homo sapiens R-HSA-5654693",0.000102520291473415,0.000974277802629712,0.538434096309916,0.235490966474818,2.04648737617721,127,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700",0.000102520291473415,0.000974277802629712,0.538434096309916,0.235490966474818,2.04648737617721,127,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"FRS-mediated FGFR3 signaling Homo sapiens R-HSA-5654706",0.000102520291473415,0.000974277802629712,0.538434096309916,0.235490966474818,2.04648737617721,127,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712",0.000102520291473415,0.000974277802629712,0.538434096309916,0.235490966474818,2.04648737617721,127,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Prolonged ERK activation events Homo sapiens R-HSA-169893",6.35152425313594e-05,0.00065564431355458,0.538434096309916,0.226211507188278,2.04273651196804,130,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"C-type lectin receptors (CLRs) Homo sapiens R-HSA-5621481",0.000176513401235421,0.00152768146069227,0.518848077743792,0.256021176408377,2.03761372243068,88,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;PYCARD;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;KRAS;HRAS;PSMB8;PSMC5;UBA52;CALM1;ITPR1;PSMD10;NFKBIA;PSMC1;PRKACA;PSMD2;PSMB10"
"VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097",1.81703908756524e-06,2.84083315410737e-05,0.643551836150722,0.223802652358535,2.03759440754161,180,"PIK3R1;PSMB1;UBB;PSMA2;CTNND1;PSMA5;PSMA6;PSMD8;PSMB6;VEGFA;PSMB4;PSMB5;UBC;JUP;CTNNB1;CAV1;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;CYBA;PSMC2;HSP90AA1;PDGFA;PSMD13;WASF2;AKT1;PSMA1;ROCK2;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;SPHK1;RASA2;SPTAN1;CTNNA1;PSMC3;CDC42;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;ITGAV;FGF1;MAPK13;ITPR1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;ROCK1;PSMD14;VCL;NF1;NCKAP1;MAPKAPK2"
"Surfactant metabolism Homo sapiens R-HSA-5683826",0.00401852648649879,0.0222164924386663,0.407017918923954,0.522495327539857,2.03640333405157,13,"NAPSA;SFTPD;SFTPC;SFTPB;SFTPA1;CTSH;ABCA3;CKAP4"
"Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988",6.35803632814276e-05,0.00065564431355458,0.538434096309916,0.219633427279161,2.02698825770345,143,"PIK3R1;PSMB1;UBB;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;HCK;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;PIK3R3;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;CBL"
"Signalling to ERKs Homo sapiens R-HSA-187687",0.000140379720556446,0.00126019008843327,0.518848077743792,0.221316445059341,2.02085722746276,137,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RIT1;RAP1A;CALM1;NRG1;FGF1;MAPK13;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;MAPKAPK2"
"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) Homo sapiens R-HSA-5358565",0.00292512925516539,0.01714974974601,0.431707695803346,0.566416211088416,2.01263920737793,11,"PCNA;LIG1;RPA2;POLD2;RPA1;RPA3;POLD3;POLD4;MLH1"
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids Homo sapiens R-HSA-77288",0.00263390043367852,0.0156313927778309,0.431707695803346,0.762599296783435,2.00875685956348,6,"ACADL;ECI1;ACADM;HADHB;HADHA;DECR1"
"Signaling by Leptin Homo sapiens R-HSA-2586552",8.86199585686509e-05,0.000882557669580948,0.538434096309916,0.218581801936534,2.00079848249431,131,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;PSMD13;PSMA1;DUSP1;PSMC6;PSMD6;PSMD7;PSME2;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;RAP1A;CALM1;NRG1;FGF1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1"
"Activation of Matrix Metalloproteinases Homo sapiens R-HSA-1592389",0.00147683465101813,0.00971636915194735,0.45505986738723,0.803385416666667,1.99294449518832,5,"MMP15;MMP14;TIMP2;MMP11;FURIN"
"Class B/2 (Secretin family receptors) Homo sapiens R-HSA-373080",0.00597069413470261,0.031683902452035,0.407017918923954,0.434631498409683,1.99016496916683,19,"GNG5;RAMP1;GNB2;GNAS;GNB4;WNT7A;FZD1;FZD2;SHH;GNB1;GNG11;WNT7B"
"Cap-dependent Translation Initiation Homo sapiens R-HSA-72737",0.00244977449685221,0.0148415504934296,0.431707695803346,0.33681145564053,1.98389204342232,32,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF2B2;EIF3G;EIF4E;EIF4G1;EIF3D"
"Eukaryotic Translation Initiation Homo sapiens R-HSA-72613",0.00244977449685221,0.0148415504934296,0.431707695803346,0.33681145564053,1.98389204342232,32,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF2B2;EIF3G;EIF4E;EIF4G1;EIF3D"
"Glucagon-type ligand receptors Homo sapiens R-HSA-420092",0.00370897279861482,0.0206622469317469,0.431707695803346,0.668096107691651,1.98039995873665,7,"GNG5;GNB2;GNAS;GNB4;GNB1;GNG11"
"Prostacyclin signalling through prostacyclin receptor Homo sapiens R-HSA-392851",0.00370897279861482,0.0206622469317469,0.431707695803346,0.668096107691651,1.98039995873665,7,"GNG5;GNB2;GNAS;GNB4;GNB1;GNG11"
"Tight junction interactions Homo sapiens R-HSA-420029",0.00649358494220976,0.0341957134077753,0.407017918923954,0.521352238996518,1.97516645629725,12,"CLDN23;CLDN18;CLDN7;CLDN3;CRB3;PRKCI;MPP5;PARD6B;F11R;PARD3"
"TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681",0.000168609828231049,0.0014761810980355,0.518848077743792,0.221765350741582,1.96608586173608,124,"H3F3A;PSMB1;UBB;H2AFZ;PSMA2;TCF4;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;CTNNB1;CAV1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;H2AFX;PSMC2;APC;CSNK1A1;PSMD13;AKT1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;TCF7L2;SOX4;XPO1;PSMC3;CSNK2B;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;FZD1"
"Synthesis of very long-chain fatty acyl-CoAs Homo sapiens R-HSA-75876",0.00845939614916142,0.0415738321332773,0.380730400722792,0.616687444771803,1.96157496357015,8,"TECR;ACSL4;ACSL5;PPT1;ELOVL5;ELOVL1;HSD17B12"
"Signaling by GPCR Homo sapiens R-HSA-372790",1.4037643584966e-05,0.000179041524320532,0.593325476396405,0.188264144281446,1.95854709213383,232,"PIK3R1;PSMB1;UBB;PSMA2;NET1;ARHGEF12;PSMA5;PSMA6;PSMD8;AKAP13;PSMB6;PSMB4;GNG5;PSMB5;UBC;RGS10;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;PSAP;PPP1CA;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;RAMP1;PDGFA;APP;PSMD13;NPW;AKT1;PRKAR2A;PSMA1;ANXA1;ROCK2;DUSP1;PSMC6;GNB2;PSMD6;GNAS;PSMD7;PSME2;PIK3R3;CXCL16;GNB4;WNT7A;RASA2;PDE7A;SPTAN1;RHOC;PSMC3;CDC42;PSMD12;PSMC4;KRAS;IQGAP1;GNAI2;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;FZD1;UBA52;F2R;ARHGEF18;RAP1A;CALM1;S1PR2;NRG1;FGF1;FZD2;ITPR1;PSMD10;DUSP7;ITGB3;ADRB2;RBX1;PLXNB1;TLN1;PRKAR1A;PDGFB;PSMC1;DUSP16;PRKACA;PSMD2;SHH;PSMB10;RAP1B;ROCK1;PSMD14;VCL;NF1;GNB1;PDE4B;GNG11;PPP2CB;ARHGEF1;ARHGEF2;WNT7B"
"Meiotic recombination Homo sapiens R-HSA-912446",0.00856950338216843,0.0418417563496311,0.380730400722792,0.469459530994443,1.95791156776161,15,"H3F3A;H2AFZ;RPA2;H2AFX;PSMC3IP;CDK4;RPA1;TEX15;RPA3;MRE11A;RAD50;MLH1;MND1"
"Oncogene Induced Senescence Homo sapiens R-HSA-2559585",0.00676983574154241,0.0354077020438945,0.407017918923954,0.389032535125405,1.94913266721225,23,"UBB;UBC;E2F1;CDKN2D;ID1;CDK4;TNRC6B;CDKN2B;CDK6;UBA52;TNRC6A;AGO4;E2F2;ETS2;MDM2"
"Folding of actin by CCT/TriC Homo sapiens R-HSA-390450",0.00911430838164103,0.044158044685923,0.380730400722792,0.61210525088566,1.94699980579536,8,"CCT4;CCT5;CCT8;CCT7;TCP1;CCT3;CCT2"
"Cell-extracellular matrix interactions Homo sapiens R-HSA-446353",0.00813269599943049,0.0404963698053833,0.380730400722792,0.51147754601222,1.93775573684516,12,"FERMT2;ITGB1;VASP;RSU1;LIMS1;ACTN1;FLNA;PARVA;ILK"
"Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002",0.00032488727874007,0.00271486266257507,0.49849310876659,0.231003599484743,1.93683849051836,107,"CLU;SEPP1;PPIA;THBS1;SPARC;PIK3R1;TMSB4X;CD63;CD9;ALDOA;ACTN4;CD36;YWHAZ;VEGFA;GNG5;PDPN;TIMP3;RHOA;PSAP;TGFB2;HSPA5;PDGFA;APP;LAMP2;AKT1;CALU;TGFB3;GNB2;PIK3R3;APLP2;GNB4;CFL1;PFN1;CDC42;GAS6;GNAI2;PHACTR2;F2R;RAP1A;CALM1;ACTN1;ITPR1;FLNA;ITGB3"
"Hemostasis Homo sapiens R-HSA-109582",1.12583922383669e-05,0.00014881547558714,0.593325476396405,0.200342873360326,1.92987910236371,210,"CLU;ATP1B1;SEPP1;PPIA;THBS1;SRI;H3F3A;SPARC;PIK3R1;TMSB4X;CD74;CD63;CD9;ALDOA;ACTN4;CD36;YWHAZ;VEGFA;GNG5;PDPN;TIMP3;CAV1;RHOA;BSG;EHD2;PSAP;TGFB2;HSPA5;CAPZB;CBX5;PDGFA;APP;KIF1C;MIF;ITGB1;LAMP2;AKT1;F3;PRKAR2A;S100A10;CALU;C1QBP;TGFB3;GNB2;ITGA3;GNAS;DOCK9;PIK3R3;KIF1B;ATP2B1;APLP2;GNB4;CFL1;PFN1;CDC42;ESAM;ATP1B3;KRAS;ANXA2;KIF5B;KLC3;GAS6;GNAI2;P2RX4;HRAS;EHD1;PHACTR2;ITGA6;KLC4;F2R;AK3;RAP1A;CALM1;ACTN1;ITGAV;F11R;ITPR1;FLNA;ITGB3;ORAI1;GRB14;TLN1;PRKAR1A;SLC7A7;PDGFB;PRKACA;CXADR;ATP2A2"
"Basigin interactions Homo sapiens R-HSA-210991",0.00914138339096481,0.044158044685923,0.380730400722792,0.505367631773031,1.91460805135842,12,"ATP1B1;PPIA;CAV1;BSG;ITGB1;ITGA3;ATP1B3;ITGA6;SLC7A7"
"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA Homo sapiens R-HSA-77346",0.00301651819208955,0.0173360373569099,0.431707695803346,0.770703125,1.91187009189946,5,"HADH;ACADM;HADHB;ECHS1;HADHA"
"Beta oxidation of hexanoyl-CoA to butanoyl-CoA Homo sapiens R-HSA-77350",0.00301651819208955,0.0173360373569099,0.431707695803346,0.770703125,1.91187009189946,5,"HADH;ACADS;HADHB;ECHS1;HADHA"
"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA Homo sapiens R-HSA-77310",0.00301651819208955,0.0173360373569099,0.431707695803346,0.770703125,1.91187009189946,5,"ACADL;HADH;HADHB;ECHS1;HADHA"
"Beta oxidation of octanoyl-CoA to hexanoyl-CoA Homo sapiens R-HSA-77348",0.00301651819208955,0.0173360373569099,0.431707695803346,0.770703125,1.91187009189946,5,"HADH;ACADM;HADHB;ECHS1;HADHA"
"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex Homo sapiens R-HSA-75035",0.00846344863235907,0.0415738321332773,0.380730400722792,0.641795300108306,1.90243794450975,7,"YWHAZ;YWHAH;YWHAQ;SFN;YWHAE;YWHAG"
"Peptide chain elongation Homo sapiens R-HSA-156902",0.00227424765679259,0.0139525573543309,0.431707695803346,0.841703025435934,1.89762127368348,4,"EEF1A1;EEF2;FAU;UBA52"
"Scavenging by Class A Receptors Homo sapiens R-HSA-3000480",0.00857554566175382,0.0418417563496311,0.380730400722792,0.638663893909003,1.89315569209652,7,"FTH1;COL4A2;COL4A1;CALR;HSP90B1"
"G alpha (i) signalling events Homo sapiens R-HSA-418594",0.00711924379638181,0.0368376529535201,0.407017918923954,0.398584649214313,1.88932536037264,20,"GNG5;RGS10;APP;NPW;ANXA1;GNB2;GNAS;CXCL16;GNB4;GNAI2;S1PR2;GNB1;GNG11"
"Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907",0.000212041030822409,0.00181357446362225,0.518848077743792,0.198503791435684,1.88763968681548,158,"PIK3R1;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;GNG5;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;ERBB3;PEBP1;SPTBN1;PSMC2;PDGFA;APP;PSMD13;PSMA1;ANXA1;DUSP1;PSMC6;GNB2;PSMD6;PSMD7;PSME2;PIK3R3;GNB4;RASA2;SPTAN1;PSMC3;PSMD12;PSMC4;KRAS;IQGAP1;FGFR2;HRAS;PSMB8;ERBB2;CAMK2D;PSMC5;UBA52;F2R;RAP1A;CALM1;NRG1;FGF1;ITPR1;PSMD10;DUSP7;ITGB3;RBX1;TLN1;PDGFB;PSMC1;DUSP16;PSMD2;PSMB10;RAP1B;PSMD14;VCL;NF1;GNB1"
"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell Homo sapiens R-HSA-198933",0.00642858567892211,0.0339896857351009,0.407017918923954,0.530086178040292,1.88354818299237,11,"CDH1;CD200;ICAM1;ITGB1;B2M;CD81;CLEC2D;CXADR;PVRL2"
"Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923",0.00553119343114216,0.0295674825326496,0.407017918923954,0.367611135860654,1.87678718688159,24,"P4HB;CAV1;FABP5;HSPG2;PPP1CA;SAR1B;ABCA1;NCEH1;SDC1;PRKACA;PPP1CC;FABP3;ABHD5;BMP1;LDLR;PPP1CB;MGLL"
"Base Excision Repair Homo sapiens R-HSA-73884",0.00689520943199353,0.0358058375504236,0.407017918923954,0.356536484847017,1.86984539525735,25,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;APEX1;PARP1;POLD3"
"Resolution of Abasic Sites (AP sites) Homo sapiens R-HSA-73933",0.00689520943199353,0.0358058375504236,0.407017918923954,0.356536484847017,1.86984539525735,25,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;APEX1;PARP1;POLD3"
"Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4) Homo sapiens R-HSA-5688890",0.00465747524996962,0.0253631798256772,0.407017918923954,0.751452359937709,1.86411504747975,5,"SFTPD;SFTPC;SFTPB;SFTPA1"
"Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5) Homo sapiens R-HSA-5688849",0.00465747524996962,0.0253631798256772,0.407017918923954,0.751452359937709,1.86411504747975,5,"SFTPD;SFTPC;SFTPB;SFTPA1"
