Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KLF5 20875108 ChIP-Seq MESCs Mouse	13/2000	0.48413164030722156	0.943398513589601	0	0	1.0399999999999998	0.754414362146273	UQCRB;ITGA3;PAWR;CNPY2;YBX1;F3;CCNB1IP1;ACTG1;FOSL2;CLDN4;NDUFS5;CFL1;LUC7L3
MYC 19829295 ChIP-Seq ESCs Human	13/2000	0.48413164030722156	0.9405569518016805	0	0	1.0399999999999998	0.754414362146273	PDCD6;HMGA1;LIF;CNPY2;EEF2;PTP4A1;NDUFS6;DDIT3;LUC7L3;POLR2F;SLC38A2;S100A11;HBEGF
CRX 20693478 ChIP-Seq RETINA Mouse	13/2000	0.48413164030722156	0.9377324564509247	0	0	1.0399999999999998	0.754414362146273	H3F3A;NDUFB3;LIF;PAWR;DDX21;MIF;HSPE1;ACTG1;EEF1B2;AKAP12;PTP4A1;ABL2;SNRPE
GATA2 21186366 ChIP-Seq BM-HSCs Mouse	13/2000	0.48413164030722156	0.9349248742459818	0	0	1.0399999999999998	0.754414362146273	LIF;PAWR;DDX21;MIF;ACTG1;AKAP12;TRAF4;DDIT3;LUC7L3;VDAC1;RICTOR;PHLDA1;FERMT2
SMAD4 21741376 ChIP-Seq ESCs Human	13/2000	0.48413164030722156	0.9321340537258446	0	0	1.0399999999999998	0.754414362146273	DYNLT1;PDCD6;ASAP1;RBX1;AKAP12;MRPL51;STK17A;PIM1;SNRPE;VDAC1;RICTOR;SNRNP35;HBEGF
CTCF 21964334 ChIP-Seq BJAB-B Human	13/2000	0.48413164030722156	0.9293598452326128	0	0	1.0399999999999998	0.754414362146273	MARCKSL1;IMP3;SH2D3A;METRN;HMGA1;MIF;EEF2;DYNLL1;PPM1G;TXNIP;SNRPE;S100A11;AVPI1
SOX3 22085726 ChIP-Seq NPCs Mouse	13/2000	0.48413164030722156	0.9266021008847416	0	0	1.0399999999999998	0.754414362146273	DUSP4;PPP1R15A;MARCKSL1;H3F3A;HMGA1;MIF;NEAT1;DYNLL1;DKK1;COASY;ACTG1;IER2;FERMT2
TCF4 22108803 ChIP-Seq LS180 Human	13/2000	0.48413164030722156	0.923860674550763	0	0	1.0399999999999998	0.754414362146273	DUSP4;UQCRB;DDX21;COX6C;ELL2;RND3;AREG;KLF3;STK17A;MYC;IER2;SOX4;FERMT2
GATA3 26560356 Chip-Seq TH1 Human	13/2000	0.48413164030722156	0.9211354218234747	0	0	1.0399999999999998	0.754414362146273	EIF4A2;ERRFI1;HSP90AB1;PDCD6;HMGA1;RBX1;FOSL2;AKAP12;PIM1;SLC25A5;PFDN4;SLC38A2;S100A11
GATA3 26560356 Chip-Seq TH2 Human	13/2000	0.48413164030722156	0.9184261999945821	0	0	1.0399999999999998	0.754414362146273	PPP1R15A;ERRFI1;TPM4;DYNLT1;RBX1;STK17A;COTL1;TXNIP;ABL2;SNRNP35;SLC38A2;S100A11;HBEGF
E2A 27217539 Chip-Seq RAMOS-Cell line Human	13/2000	0.48413164030722156	0.9157328680297886	0	0	1.0399999999999998	0.754414362146273	EIF4A2;PPP1R15A;AHCY;PDCD6;HERPUD1;TRAF4;COTL1;PIM1;AP1S1;SEC61B;P4HB;PHLDA1;IER2
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	4/574	0.4843227394900669	0.9134156928979331	0	0	1.1149825783972125	0.8083665810297157	CDV3;UQCRB;SH2D3A;MYC
RBPJ 21746931 ChIP-Seq IB4-LCL Human	13/2013	0.49385268071148697	0.9286734083350119	0	0	1.0332836562344758	0.7290002428128634	ERRFI1;WDR83OS;LIF;KLF3;FOSL2;COTL1;TXNIP;POLR2F;SNRPE;SNRNP35;GAPDH;CTNNAL1;FERMT2
ZNF652 21678463 ChIP-ChIP ZR75-1 Human	1/112	0.5054748586896131	0.9477653600430246	0	0	1.4285714285714284	0.9746528246977255	EEF2
PPARG 19300518 ChIP-PET 3T3-L1 Mouse	2/272	0.5089154386376918	0.9514506026704673	0	0	1.176470588235294	0.7946745983242031	DDIT3;PIM3
STAT3 20064451 ChIP-Seq CD4+T Mouse	14/2204	0.5166470131961277	0.963113651767348	0	0	1.0163339382940109	0.6711822551070546	DUSP4;H3F3A;LIF;BACH1;KLF3;FOSL2;MYC;DDIT3;PIM1;TXNIP;SNRPE;VDAC1;SLC38A2;S100A11
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	9/1408	0.5219733185914184	0.9702385893125789	0	0	1.0227272727272727	0.6649146881748378	EEF1A1;AKAP12;DUSP4;NDUFB3;ARHGAP29;PIM3;PHLDA1;RND3;FOSL2
EOMES 21245162 ChIP-Seq HESCs Human	6/932	0.5294833858408826	0.9813700685843945	0	0	1.0300429184549356	0.6549563860985301	AKAP12;TRAPPC1;H3F3A;AP1S1;DKK1;FERMT2
SALL4 22934838 ChIP-ChIP CD34+ Human	9/1418	0.5306943977442146	0.9807962365186773	0	0	1.0155148095909732	0.6433986471086387	NDUFA13;STK17A;PDCD6;H3F3A;PIM1;CLDN1;ELL2;F3;IER2
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	12/1903	0.531684081695427	0.9798178076958584	0	0	1.0089332632685233	0.6373489916244394	FOSL1;CLDN4;HSPA5;TNFRSF12A;NDUFB3;HMGA1;LIF;PAWR;NME4;COASY;RBX1;HERPUD1
AR 25329375 ChIP-Seq VCAP Human	12/1906	0.5339633124473977	0.9812146339845342	0	0	1.0073452256033577	0.6320367469439472	ERRFI1;MYC;HMGA1;NEAT1;DKK1;ELL2;RND3;F3;SOX4;S100A11;FERMT2;SSFA2
JUN 21703547 ChIP-Seq K562 Human	10/1585	0.5353725391071663	0.9810093401253475	0	0	1.0094637223974763	0.6307053018397023	EEF1A1;PTP4A1;STK17A;MYC;NDUFS5;AP1S1;PAWR;VDAC1;EEF2;CLDN1
PRDM16 22522345 ChIP-ChIP PALATE MESENCHYMAL Mouse	1/122	0.5356987848175864	0.9788263915222188	0	0	1.3114754098360655	0.8186009763918575	CTNNAL1
NR1I2 20693526 ChIP-Seq LIVER Mouse	6/939	0.5368788061589945	0.9782113841032527	0	0	1.0223642172523961	0.6358930574304325	ERRFI1;PIM3;SNRPE;CLDN1;AREG;HSPA1A
SMAD 19615063 ChIP-ChIP OVARY Human	1/124	0.5415199409890754	0.9838883434871932	0	0	1.2903225806451613	0.791452113231668	DKK1
DROSHA 22980978 ChIP-Seq HELA Human	3/456	0.5452986140346073	0.9879708035177577	0	0	1.0526315789473684	0.6383386512737268	PTP4A1;NEAT1;IER2
CUX1 19635798 ChIP-ChIP MULTIPLE HUMAN CANCER TYPES Human	19/3052	0.545816164510022	0.9861384484844936	0	0	0.9960681520314547	0.6030924269671356	EIF4A2;DUSP4;TRAPPC1;UQCRB;HSPA5;H3F3A;TXN;EEF2;COX6C;ELL2;HERPUD1;PPM1G;EEF1A1;CLDN4;MYC;CFL1;SEC61B;PFDN4;SOX4
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	7/1111	0.5463661855726407	0.9843748315484728	0	0	1.008100810081008	0.6093625216086564	EEF1A1;ERRFI1;TRAF4;COTL1;TXNIP;NEAT1;DYNLL1
CIITA 25753668 ChIP-Seq RAJI Human	3/459	0.5497545894970595	0.9877206412969454	0	0	1.0457516339869282	0.6256557398664658	EEF1A1;NDUFS6;NDUFS5
YY1 21170310 ChIP-Seq MESCs Mouse	3/464	0.5571249303576153	0.9981821668907275	0	0	1.0344827586206895	0.6051370062606034	UQCRB;SNRNP35;IER2
AR 21909140 ChIP-Seq LNCAP Human	2/298	0.5581459696029261	0.9972414138334829	0	0	1.0738255033557047	0.6261849734659485	ERRFI1;MYC
VDR 22108803 ChIP-Seq LS180 Human	1/130	0.5585525353648488	0.9952110091445511	0	0	1.2307692307692308	0.7168081228124192	UQCRB
DMRT1 21621532 ChIP-ChIP FETAL Ovary	1/132	0.5640893839087713	1.0	0	0	1.2121212121212122	0.6939909793130791	SEC61B
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	19/3083	0.5648505224432698	1.0	0	0	0.9860525462212131	0.563227440951211	DUSP4;CDV3;HSPA5;TNFRSF12A;HMGA1;LIF;PAWR;CNPY2;NME4;BACH1;COASY;EEF1A1;CLDN4;PIM1;POLR1D;AP1S1;SNRNP35;HNRNPA1;GAPDH
GATA1 19941826 ChIP-Seq K562 Human	6/967	0.5659659205128609	1.0	0	0	0.9927611168562563	0.5651008864030463	EEF1A1;PPP1R15A;TRAF4;PIM1;PHLDA1;FOSL2
CTBP1 25329375 ChIP-Seq LNCAP Human	7/1145	0.5787954201418777	1.0	0	0	0.9781659388646288	0.5348671970012164	COTL1;ABL2;HDGF;C19ORF33;COX6C;SLC38A2;RBX1
VDR 20736230 ChIP-Seq LYMPHOBLASTOID Human	3/483	0.5844732937347249	1.0	0	0	0.9937888198757763	0.5337085117031928	SNRNP35;GAPDH;RBX1
CEBPB 26923725 Chip-Seq HEMANGIOBLAST Mouse	4/652	0.585097449779972	1.0	0	0	0.9815950920245399	0.5261122599291875	PIM1;ABL2;RND3;SSFA2
CHD7 19251738 ChIP-ChIP MESCs Mouse	1/141	0.5881647819242186	1.0	0	0	1.1347517730496453	0.6022673803983758	EEF1A1
SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	10/1654	0.5910141347873366	1.0	0	0	0.9673518742442563	0.5087451948074461	DUSP4;DDIT3;CFL1;PIM3;NEAT1;PHLDA1;SLC38A2;F3;GAPDH;PPM1G
GABP 19822575 ChIP-Seq HepG2 Human	16/2639	0.5920724854305955	1.0	0	0	0.9700644183402803	0.5084361870286694	ERRFI1;MARCKSL1;AHCY;PDCD6;NDUFC2;MIF;EEF2;DKK1;COASY;PPM1G;MRPL51;CFL1;PIM3;SNRPE;P4HB;SLC25A6
HOXB4 20404135 ChIP-ChIP EML Mouse	11/1824	0.595119138531167	1.0	0	0	0.9649122807017543	0.5007833567723038	PTP4A1;UQCRB;TNFRSF12A;MYC;TMSB4X;NDUFB3;PIM1;POLR2F;PHLDA1;SOX4;PPM1G
ERG 21242973 ChIP-ChIP JURKAT Human	2/321	0.5987229727162153	1.0	0	0	0.9968847352024921	0.5113582761764071	DUSP4;NDUFA13
EST1 17652178 ChIP-ChIP JURKAT Human	6/1001	0.6001047553806753	1.0	0	0	0.959040959040959	0.48973526956658747	NDUFS5;NDUFB3;DDX21;COX6C;COASY;FTL
MYC 19915707 ChIP-ChIP AK7 Human	18/2979	0.6004506426729849	1.0	0	0	0.9667673716012084	0.4931237071247035	ERRFI1;CDV3;ITGA3;PDCD6;HMGA1;ARHGAP29;PAWR;DDX21;DYNLL1;ELL2;EEF1B2;PTP4A1;NDUFS6;MYC;ABL2;PFDN4;IER2;AVPI1
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	DUSP4;VAMP8;HSPA5;CFL1;H3F3A;ASAP1;NEAT1;DYNLL1;PHLDA1;SLC38A2;F3;SSFA2
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	TAF1D;HSPA5;AP1S1;CNPY2;SNRPE;NME4;YBX1;NEAT1;DYNLL1;PHLDA1;SLC38A2;AVPI1
NMYC 18555785 Chip-Seq ESCs Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;PFDN4;HSPE1;RND3;F3;SSFA2
ESET 19884257 ChIP-Seq ESCs Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	VAMP8;CDV3;TRAF4;H3F3A;NDUFB3;PIM1;LIF;POLR1D;TXNIP;NEAT1;COX6C;ACTG1
LUZP1 20508642 ChIP-Seq ESCs Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	AKAP12;TRAF4;DDIT3;LIF;PAWR;DDX21;CNPY2;VDAC1;MIF;EEF2;PHLDA1;ACTG1
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	FOSL1;VAMP8;TAF1D;HSPA5;MYC;CFL1;PIM3;NME4;NEAT1;DYNLL1;PHLDA1;SLC38A2
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	FOSL1;CLDN4;PIM3;CNPY2;NME4;YBX1;NEAT1;DYNLL1;PHLDA1;SLC38A2;F3;GAPDH
SMC4 20622854 ChIP-Seq HELA Human	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	HSPA5;EEF1D;NDUFS6;PDCD6;POLR2F;SNRPE;RICTOR;NEAT1;F3;S100A11;RBX1;AVPI1
P63 20808887 ChIP-Seq KERATINOCYTES Human	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	DUSP4;TAF1D;MYC;PIM1;SNRPE;ASAP1;DYNLL1;ELL2;CTNNAL1;S100A11;AVPI1;HSPA1A
ETV1 20927104 ChIP-Seq GIST48 Human	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;RND3;F3;S100A11;FOSL2
GATA6 21074721 ChIP-Seq CACO-2 Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	ERRFI1;MARCKSL1;NDUFS5;CITED4;TXNIP;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;F3;S100A11
GATA6 21074721 ChIP-Seq CACO-2 Human	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	ERRFI1;MARCKSL1;NDUFS5;CITED4;TXNIP;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;F3;S100A11
OCT4 21477851 ChIP-Seq ESCs Mouse	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	AKAP12;PTP4A1;H3F3A;NDUFB3;LIF;ABL2;PAWR;SNRPE;VDAC1;MIF;HSPE1;PHLDA1
RBPJ 21746931 ChIP-Seq IB4 Human	12/2000	0.6034169204154385	1.0	0	0	0.96	0.4849410344269565	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;F3;S100A11;FOSL2;SSFA2
GATA3 21867929 ChIP-Seq TH1 Mouse	12/2000	0.6034169204154385	0.9979587529947636	0	0	0.96	0.4849410344269565	EIF4A2;DUSP4;TNFRSF12A;H3F3A;MAFF;ABL2;PAWR;NDUFC2;P4HB;CCNB1IP1;COASY;PPM1G
FLI1 21867929 ChIP-Seq TH2 Mouse	12/2000	0.6034169204154385	0.9954064288183064	0	0	0.96	0.4849410344269565	AKAP12;LIF;PAWR;DDX21;VDAC1;MIF;BACH1;PHLDA1;SLC38A2;ELL2;SOX4;ACTG1
GATA3 21878914 ChIP-Seq MCF-7 Human	12/2000	0.6034169204154385	0.992867126703974	0	0	0.96	0.4849410344269565	CDV3;MYC;NDUFS5;CNPY2;SNRPE;ASAP1;MIF;SNRNP35;COX6C;CLDN1;DKK1;HBEGF
SOX6 21985497 ChIP-Seq MYOTUBES Mouse	12/2000	0.6034169204154385	0.990340747246712	0	0	0.96	0.4849410344269565	EEF1B2;AKAP12;PTP4A1;H3F3A;NDUFB3;LIF;ABL2;DDX21;SNRPE;MIF;HSPE1;PHLDA1
KAP1 22055183 ChIP-Seq ESCs Mouse	12/2000	0.6034169204154385	0.9878271920506543	0	0	0.96	0.4849410344269565	EIF4A2;CDV3;HSP90AB1;UQCRB;DDIT3;SNRPE;MIF;NEAT1;HSPE1;PHLDA1;KLF3;ACTG1
CBX2 22325352 ChIP-Seq 293T-Rex Human	12/2000	0.6034169204154385	0.9853263637163489	0	0	0.96	0.4849410344269565	ERRFI1;CDV3;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;F3;S100A11;FOSL2
SMC3 22415368 ChIP-Seq MEFs Mouse	12/2000	0.6034169204154385	0.9828381658281763	0	0	0.96	0.4849410344269565	ERRFI1;ITGA3;MYC;COTL1;NEAT1;EEF2;PHLDA1;ELL2;RND3;F3;SOX4;CCNB1IP1
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	12/2000	0.6034169204154385	0.9803625029419593	0	0	0.96	0.4849410344269565	CDV3;MARCKSL1;AHCY;MYC;PAWR;SEC61B;NEAT1;PFDN4;PHLDA1;SLC38A2;F3;SSFA2
CTCF 27219007 Chip-Seq Bcells Human	12/2000	0.6034169204154385	0.9778992805727583	0	0	0.96	0.4849410344269565	FOSL1;ERRFI1;MARCKSL1;GPRC5A;METRN;MYC;ARHGAP29;PAWR;NME4;HDGF;MIF;ACTG1
GATA2 21666600 ChIP-Seq HMVEC Human	5/837	0.6041397308921219	0.9766168582090693	0	0	0.955794504181601	0.4816724160250941	PPP1R15A;ERRFI1;GPRC5A;TXNIP;S100A11
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	5/837	0.6041397308921219	0.9741753160635466	0	0	0.955794504181601	0.4816724160250941	EEF1A1;NDUFB3;PIM3;ASAP1;PHLDA1
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	5/838	0.6052053044096907	0.9734599036016222	0	0	0.954653937947494	0.4794153053789513	EIF4A2;HSPA5;NDUFS6;P4HB;HNRNPA1
CDX2 19796622 ChIP-Seq MESCs Mouse	2/334	0.6204047314343638	0.9954255019282703	0	0	0.9580838323353293	0.45737314613974683	ERRFI1;MAFF
PCGF2 27294783 Chip-Seq ESCs Mouse	3/512	0.6241216771010382	0.998904421166674	0	0	0.9375	0.44194681337587927	PTP4A1;NDUFB3;HSPE1
SOX9 26525672 Chip-Seq HEART Mouse	10/1702	0.6279399316635786	1.0	0	0	0.9400705052878966	0.43742492813719724	FOSL1;EEF1D;DDIT3;NDUFB3;TXNIP;ASAP1;PFDN4;HNRNPA1;SOX4;HSPA1A
OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	12/2040	0.6315680197684224	1.0	0	0	0.9411764705882353	0.43251730029313257	DUSP4;ERRFI1;CDV3;HSPA5;MYC;TMSB4X;NDUFS5;PAWR;BACH1;RND3;S100A11;SSFA2
IRF1 21803131 ChIP-Seq MONOCYTES Human	2/345	0.638044845804185	1.0	0	0	0.927536231884058	0.41678535130762184	DUSP4;EEF2
CTNNB1 24651522 ChIP-Seq LGR5+ INTESTINAL STEM Human	1/162	0.6393322799464817	1.0	0	0	0.9876543209876543	0.44180835539897373	PIM1
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	3/527	0.6436035602444545	1.0	0	0	0.9108159392789373	0.40137138408813483	CDV3;TMSB4X;GAPDH
SPI1 23127762 ChIP-Seq K562 Human	8/1389	0.6457397051866567	1.0	0	0	0.9215262778977681	0.4030376174366584	GPRC5A;PDCD6;CFL1;ASAP1;NEAT1;DYNLL1;S100A11;FTL
SUZ12 27294783 Chip-Seq NPCs Mouse	5/880	0.6484746517078276	1.0	0	0	0.9090909090909091	0.39375669414931447	PTP4A1;NDUFB3;ABL2;SNRPE;HSPE1
BMI1 23680149 ChIP-Seq NPCS Mouse	6/1056	0.6522089555663186	1.0	0	0	0.9090909090909091	0.38853662218371776	ITGA3;MYC;TXNIP;RICTOR;PFDN4;DKK1
GATA2 19941826 ChIP-Seq K562 Human	14/2410	0.6560523315236171	1.0	0	0	0.9294605809128631	0.39178131610160727	PPP1R15A;TPM4;CITED4;ELL2;F3;KLF3;FOSL2;EEF1A1;TRAF4;PIM1;HDGF;PHLDA1;IER2;S100A11
ERG 20517297 ChIP-Seq VCAP Human	6/1062	0.6576417517203481	1.0	0	0	0.903954802259887	0.3788428892173698	FOSL1;CDV3;TXN;SLC38A2;ELL2;GAPDH
ZIC3 20872845 ChIP-ChIP MESCs Mouse	2/365	0.6684757176520513	1.0	0	0	0.8767123287671232	0.35310045521691485	TXNIP;DKK1
TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	11/1946	0.6816278685251465	1.0	0	0	0.9044193216855086	0.34663807533023683	ERRFI1;STK17A;MYC;NDUFS5;ASAP1;DYNLL1;DKK1;AREG;EREG;FOSL2;HBEGF
SREBP1 19666523 ChIP-Seq LIVER Mouse	4/738	0.6820637624415727	1.0	0	0	0.8672086720867208	0.33182190325664046	ERRFI1;PIM1;HDGF;KLF3
NR3C1 23031785 ChIP-Seq PC12 Mouse	5/918	0.6850043474114138	1.0	0	0	0.8714596949891068	0.32969942845668476	COTL1;PIM1;ASAP1;F3;FERMT2
TBX5 21415370 ChIP-Seq HL-1 Mouse	13/2296	0.6892773525939847	1.0	0	0	0.9059233449477352	0.33710453580249455	CDV3;HSP90AB1;TNFRSF12A;LIF;DDX21;NME4;F3;RBX1;PPM1G;FOSL1;PTP4A1;MAFF;P4HB
MYC 18940864 ChIP-ChIP HL60 Human	4/746	0.6902393089976142	1.0	0	0	0.8579088471849866	0.31804132279795766	MYC;TXNIP;DDX21;HNRNPA1
CEBPB 23403033 ChIP-Seq LIVER Mouse	2/382	0.692705029993009	1.0	0	0	0.837696335078534	0.3075610576329173	COTL1;SRSF5
SOX2 16153702 ChIP-ChIP HESCs Human	7/1278	0.6939139359182028	1.0	0	0	0.8763693270735524	0.32023178274486047	PPP1R15A;CFL1;DDX21;EEF2;DKK1;SLC38A2;FTL
AR 21572438 ChIP-Seq LNCaP Human	1/188	0.6940234474325252	1.0	0	0	0.8510638297872339	0.31085066648530657	SNRNP35
WDR5 24793694 ChIP-Seq LNCAP Human	4/757	0.7012399285777434	1.0	0	0	0.8454425363276089	0.30005193921085677	EEF1A1;VDAC1;RBX1;FOSL2
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	10/1807	0.7024296719778368	1.0	0	0	0.8854454897620364	0.31274819599270454	AKAP12;MYC;HMGA1;TXNIP;ABL2;ARHGAP29;PIM3;NEAT1;SLC38A2;FOSL2
IRF1 19129219 ChIP-ChIP H3396 Human	1/196	0.7091332165496675	1.0	0	0	0.8163265306122448	0.2805811236879642	AKAP12
IRF8 22096565 ChIP-ChIP GC-B Mouse	4/772	0.7157909030413517	1.0	0	0	0.8290155440414507	0.2771955975381735	EIF4A2;EEF1B2;HSP90AB1;DDX21
JARID1A 20064375 ChIP-Seq MESCs Mouse	12/2171	0.7163242568139634	1.0	0	0	0.8843850760018425	0.2950506201902085	EEF1B2;HSPA5;METRN;NDUFS6;NDUFB3;DDX21;POLR2F;EEF2;COX6C;COASY;RBX1;PPM1G
NEUROD2 26341353 ChIP-Seq CORTEX Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EIF4A2;CFL1;RICTOR;YBX1;SNRNP35;NEAT1;BACH1;PHLDA1;SLC38A2;F3;FERMT2
FOXA1 25329375 ChIP-Seq VCAP Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	DUSP4;GPRC5A;HSPA5;STK17A;MAFF;CNPY2;RICTOR;DYNLL1;CLDN1;S100A11;RBX1
ZFX 18555785 Chip-Seq ESCs Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EEF1B2;PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;PFDN4;HSPE1;RND3
P300 18555785 Chip-Seq ESCs Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	PTP4A1;AHCY;H3F3A;NDUFB3;ABL2;ARHGAP29;SNRPE;PFDN4;HSPE1;RND3;F3
OCT4 19829295 ChIP-Seq ESCs Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	MRPL51;TPM4;UQCRB;NDUFS6;SNRPE;RICTOR;SNRNP35;EEF2;SLC38A2;EREG;RBX1
KLF4 19829295 ChIP-Seq ESCs Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	CLDN4;MRPL51;TPM4;METRN;NDUFS6;VDAC1;SNRNP35;EEF2;SLC38A2;ELL2;FERMT2
CDX2 21074721 ChIP-Seq CACO-2 Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;F3;S100A11
HNFA 21074721 ChIP-Seq CACO-2 Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;SLC38A2;F3
CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EEF1B2;AKAP12;PTP4A1;H3F3A;NDUFB3;LIF;ABL2;PAWR;SNRPE;HSPE1;PHLDA1
FOXH1 21741376 ChIP-Seq ESCs Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EIF4A2;EEF1A1;AKAP12;MRPL51;UQCRB;DYNLT1;TRAF4;PIM1;YBX1;NEAT1;AVPI1
NFYA 21822215 ChIP-Seq K562 Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;SLC38A2;F3
NFYB 21822215 ChIP-Seq K562 Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;SLC38A2;F3
GATA3 21867929 ChIP-Seq CD8 Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	DUSP4;EEF1D;CFL1;LIF;ABL2;SNRPE;NME4;DYNLL1;PHLDA1;GAPDH;FOSL2
CEBPB 22108803 ChIP-Seq LS180 Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EEF1A1;DUSP4;PTP4A1;ERRFI1;CLDN4;TRAPPC1;GPRC5A;PDCD6;YBX1;GAPDH;EREG
PCGF4 22325352 ChIP-Seq 293T-Rex Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;RND3;F3;FOSL2
TBL1 22424771 ChIP-Seq 293T Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	ERRFI1;MARCKSL1;NDUFS5;CITED4;ABL2;ARHGAP29;SNRPE;YBX1;DKK1;SLC38A2;F3
KDM2B 26808549 Chip-Seq REH Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	AKAP12;H3F3A;ASAP1;NEAT1;BACH1;AREG;SOX4;ACTG1;RBX1;FOSL2;PPM1G
LMO2 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EIF4A2;DUSP4;ERRFI1;NDUFA13;MRPL51;TRAF4;POLR1D;AP1S1;ARHGAP29;SOX4;PPM1G
BCL6 27268052 Chip-Seq Bcells Human	11/2000	0.7163356346505755	1.0	0	0	0.8799999999999999	0.293573683372913	EEF1A1;DYNLT1;PDCD6;AP1S1;SNRPE;NEAT1;GAPDH;CTNNAL1;RBX1;FOSL2;HBEGF
